q,jtheta2,jtheta3,jtheta4
0.001,1.002000000002,1.002000000002,1.002000000002
0.01098989898989899,1.0219798271543903,1.0219798271543903,1.0219798271543903
0.02097979797979798,1.0419599834270286,1.0419599834270286,1.0419599834270286
0.03096969696969697,1.0619412337699683,1.0619412337699683,1.0619412337699683
0.04095959595959596,1.0819248211972547,1.0819248211972547,1.0819248211972547
0.05094949494949495,1.101912466788815,1.101912466788815,1.101912466788815
0.06093939393939394,1.1219063696964762,1.1219063696964762,1.1219063696964762
0.07092929292929293,1.1419092071589856,1.1419092071589856,1.1419092071589856
0.08091919191919192,1.161924134533844,1.161924134533844,1.161924134533844
0.09090909090909091,1.18195478535745,1.18195478535745,1.18195478535745
0.1008989898989899,1.2020052714494183,1.2020052714494183,1.2020052714494183
0.11088888888888888,1.2220801830820616,1.2220801830820616,1.2220801830820616
0.12087878787878788,1.2421845892418377,1.2421845892418377,1.2421845892418377
0.13086868686868686,1.2623240380161151,1.2623240380161151,1.2623240380161151
0.14085858585858585,1.2825045571458722,1.2825045571458722,1.2825045571458722
0.15084848484848484,1.3027326547929357,1.3027326547929357,1.3027326547929357
0.16083838383838384,1.3230153205790645,1.3230153205790645,1.3230153205790645
0.17082828282828283,1.3433600269636272,1.3433600269636272,1.3433600269636272
0.18081818181818182,1.3637747310367634,1.3637747310367634,1.3637747310367634
0.19080808080808082,1.3842678768158256,1.3842678768158256,1.3842678768158256
0.2007979797979798,1.4048483981445183,1.4048483981445183,1.4048483981445183
0.21078787878787877,1.4255257223065267,1.4255257223065267,1.4255257223065267
0.22077777777777777,1.4463097744785767,1.4463097744785767,1.4463097744785767
0.23076767676767676,1.4672109831617848,1.4672109831617848,1.4672109831617848
0.24075757575757575,1.4882402867449096,1.4882402867449096,1.4882402867449096
0.2507474747474747,1.5094091413686983,1.5094091413686983,1.5094091413686983
0.2607373737373737,1.5307295302770254,1.5307295302770254,1.5307295302770254
0.2707272727272727,1.552213974857988,1.552213974857988,1.552213974857988
0.2807171717171717,1.5738755475966613,1.5738755475966613,1.5738755475966613
0.2907070707070707,1.5957278871809186,1.5957278871809186,1.5957278871809186
0.3006969696969697,1.617785216022756,1.617785216022756,1.617785216022756
0.3106868686868687,1.6400623604801063,1.6400623604801063,1.6400623604801063
0.32067676767676767,1.6625747740883903,1.6625747740883903,1.6625747740883903
0.33066666666666666,1.6853385641373704,1.6853385641373704,1.6853385641373704
0.34065656565656566,1.7083705219575565,1.7083705219575565,1.7083705219575565
0.35064646464646465,1.7316881573118938,1.7316881573118938,1.7316881573118938
0.36063636363636364,1.7553097373233346,1.7553097373233346,1.7553097373233346
0.37062626262626264,1.779254330407711,1.779254330407711,1.779254330407711
0.38061616161616163,1.8035418557249399,1.8035418557249399,1.8035418557249399
0.3906060606060606,1.8281931387108719,1.8281931387108719,1.8281931387108719
0.4005959595959596,1.8532299733082402,1.8532299733082402,1.8532299733082402
0.41058585858585855,1.8786751915794042,1.8786751915794042,1.8786751915794042
0.42057575757575755,1.904552741457608,1.904552741457608,1.904552741457608
0.43056565656565654,1.93088777347912,1.93088777347912,1.93088777347912
0.44055555555555553,1.9577067374381365,1.9577067374381365,1.9577067374381365
0.4505454545454545,1.985037490022408,1.985037490022408,1.985037490022408
0.4605353535353535,2.0129094146233584,2.0129094146233584,2.0129094146233584
0.4705252525252525,2.041353554673737,2.041353554673737,2.041353554673737
0.4805151515151515,2.0704027620531584,2.0704027620531584,2.0704027620531584
0.4905050505050505,2.1000918623224774,2.1000918623224774,2.1000918623224774
0.5004949494949494,2.130457838808435,2.130457838808435,2.130457838808435
0.5104848484848484,2.161540037867895,2.161540037867895,2.161540037867895
0.5204747474747474,2.1933803980258366,2.1933803980258366,2.1933803980258366
0.5304646464646464,2.2260237061142676,2.2260237061142676,2.2260237061142676
0.5404545454545454,2.259517884054182,2.259517884054182,2.259517884054182
0.5504444444444444,2.2939143105366684,2.2939143105366684,2.2939143105366684
0.5604343434343434,2.329268182592955,2.329268182592955,2.329268182592955
0.5704242424242424,2.365638922922603,2.365638922922603,2.365638922922603
0.5804141414141414,2.403090639906328,2.403090639906328,2.403090639906328
0.5904040404040404,2.4416926485055246,2.4416926485055246,2.4416926485055246
0.6003939393939394,2.481520061795345,2.481520061795345,2.481520061795345
0.6103838383838384,2.522654464756814,2.522654464756814,2.522654464756814
0.6203737373737374,2.565184684248166,2.565184684248166,2.565184684248166
0.6303636363636363,2.609207671892097,2.609207671892097,2.609207671892097
0.6403535353535353,2.6548295200901957,2.6548295200901957,2.6548295200901957
0.6503434343434343,2.7021666356854492,2.7021666356854492,2.7021666356854492
0.6603333333333333,2.751347101170003,2.751347101170003,2.751347101170003
0.6703232323232323,2.802512260082673,2.802512260082673,2.802512260082673
0.6803131313131313,2.855818571763272,2.855818571763272,2.855818571763272
0.6903030303030303,2.911439791468176,2.911439791468176,2.911439791468176
0.7002929292929293,2.969569545730958,2.969569545730958,2.969569545730958
0.7102828282828283,3.0304243907616573,3.0304243907616573,3.0304243907616573
0.7202727272727273,3.094247464973745,3.094247464973745,3.094247464973745
0.7302626262626263,3.1613128772871018,3.1613128772871018,3.1613128772871018
0.7402525252525253,3.2319310133073764,3.2319310133073764,3.2319310133073764
0.7502424242424243,3.3064549955492595,3.3064549955492595,3.3064549955492595
0.7602323232323233,3.3852886068881016,3.3852886068881016,3.3852886068881016
0.7702222222222223,3.4688960861349,3.4688960861349,3.4688960861349
0.7802121212121212,3.5578143424339417,3.5578143424339417,3.5578143424339417
0.7902020202020202,3.652668328115303,3.652668328115303,3.652668328115303
0.8001919191919192,3.7541905835685494,3.7541905835685494,3.7541905835685494
0.8101818181818181,3.863246362632712,3.863246362632712,3.863246362632712
0.8201717171717171,3.9808663259409647,3.9808663259409647,3.9808663259409647
0.8301616161616161,4.108289654029033,4.108289654029033,4.108289654029033
0.8401515151515151,4.247021748820984,4.247021748820984,4.247021748820984
0.8501414141414141,4.398912743475202,4.398912743475202,4.398912743475202
0.8601313131313131,4.5662663168111886,4.5662663168111886,4.5662663168111886
0.8701212121212121,4.751993689127293,4.751993689127293,4.751993689127293
0.8801111111111111,4.959836795943951,4.959836795943951,4.959836795943951
0.8901010101010101,5.194700659171893,5.194700659171893,5.194700659171893
0.900090909090909,5.463164315793724,5.463164315793724,5.463164315793724
0.910080808080808,5.774296042555506,5.774296042555506,5.774296042555506
0.920070707070707,6.141013286641454,6.141013286641454,6.141013286641454
0.930060606060606,6.582477436985367,6.582477436985367,6.582477436985367
0.940050505050505,7.1286049468625245,7.1286049468625245,7.1286049468625245
0.950040404040404,7.829332933919702,7.829332933919702,7.829332933919702
0.960030303030303,8.775983498749847,8.775983498749847,8.775983498749847
0.970020202020202,10.159308836685456,10.159308836685456,10.159308836685456
0.980010101010101,12.473288390232675,12.473288390232675,12.473288390232675
0.99,17.68009722440339,17.68009722440339,17.68009722440339
